wavelength (microns),Re_eps,Im_eps
0.480619,1.46339,3.73675e-06
0.480371,1.4634,3.77203e-06
0.480124,1.46342,3.80746e-06
0.479876,1.46343,3.84305e-06
0.47963,1.46345,3.87881e-06
0.479383,1.46346,3.91472e-06
0.479137,1.46348,3.9508e-06
0.478891,1.46349,3.98704e-06
0.478645,1.46351,4.02344e-06
0.478399,1.46353,4.06e-06
0.478154,1.46354,4.09672e-06
0.477909,1.46356,4.1336e-06
0.477664,1.46357,4.17064e-06
0.477419,1.46359,4.20785e-06
0.477175,1.4636,4.24521e-06
0.476931,1.46362,4.28274e-06
0.476687,1.46363,4.32042e-06
0.476444,1.46365,4.35827e-06
0.4762,1.46366,4.39628e-06
0.475957,1.46368,4.43445e-06
0.475714,1.46369,4.47278e-06
0.475472,1.46371,4.51127e-06
0.475229,1.46372,4.54992e-06
0.474987,1.46374,4.58873e-06
0.474745,1.46375,4.62771e-06
0.474504,1.46377,4.66684e-06
0.474262,1.46379,4.70614e-06
0.474021,1.4638,4.74559e-06
0.47378,1.46382,4.78521e-06
0.47354,1.46383,4.82499e-06
0.473299,1.46385,4.86493e-06
0.473059,1.46386,4.90503e-06
0.472819,1.46388,4.9453e-06
0.47258,1.46389,4.98572e-06
0.47234,1.46391,5.0263e-06
0.472101,1.46392,5.06705e-06
0.471862,1.46394,5.10796e-06
0.471624,1.46396,5.14903e-06
0.471385,1.46397,5.19026e-06
0.471147,1.46399,5.23165e-06
0.470909,1.464,5.2732e-06
0.470671,1.46402,5.31492e-06
0.470434,1.46403,5.35679e-06
0.470197,1.46405,5.39883e-06
0.46996,1.46406,5.44103e-06
0.469723,1.46408,5.48339e-06
0.469486,1.4641,5.52591e-06
0.46925,1.46411,5.5686e-06
0.469014,1.46413,5.61144e-06
0.468778,1.46414,5.65445e-06
0.468543,1.46416,5.69762e-06
0.468307,1.46417,5.74095e-06
0.468072,1.46419,5.78444e-06
0.467837,1.4642,5.8281e-06
0.467816,1.46421,5.83209e-06
0.467603,1.46422,5.87191e-06
0.467368,1.46424,5.91589e-06
0.467134,1.46425,5.96003e-06
0.4669,1.46427,6.00433e-06
0.466667,1.46428,6.0488e-06
0.466433,1.4643,6.09343e-06
0.4662,1.46431,6.13821e-06
0.465967,1.46433,6.18317e-06
0.465734,1.46435,6.22828e-06
0.465502,1.46436,6.27356e-06
0.465269,1.46438,6.31899e-06
0.465037,1.46439,6.36459e-06
0.464806,1.46441,6.41036e-06
0.464574,1.46443,6.45628e-06
0.464343,1.46444,6.50237e-06
0.464111,1.46446,6.54862e-06
0.463881,1.46447,6.59504e-06
0.46365,1.46449,6.64161e-06
0.463419,1.4645,6.68835e-06
0.463189,1.46452,6.73526e-06
0.462959,1.46454,6.78232e-06
0.46273,1.46455,6.82955e-06
0.4625,1.46457,6.87694e-06
0.462271,1.46458,6.9245e-06
0.462042,1.4646,6.97222e-06
0.461813,1.46462,7.0201e-06
0.461584,1.46463,7.06814e-06
0.461356,1.46465,7.11635e-06
0.461128,1.46466,7.16472e-06
0.4609,1.46468,7.21326e-06
0.460672,1.4647,7.26196e-06
0.460444,1.46471,7.31082e-06
0.460217,1.46473,7.35985e-06
0.45999,1.46474,7.40904e-06
0.459763,1.46476,7.45839e-06
0.459537,1.46478,7.50791e-06
0.45931,1.46479,7.55759e-06
0.459084,1.46481,7.60744e-06
0.458858,1.46482,7.65745e-06
0.458633,1.46484,7.70763e-06
